Key,ShortKey,Source,Row,Module,Field,Role,CN,EN
AvgDialog_98284_Content_8,bBPA,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,15,AvgDialog,Content,,大门被敲响。你望向别墅的左侧，那里没有门牌，只有一个粗犷的墓碑，上面用血污般的颜料涂抹出一个丑陋的名字。,"There's a knock at the gate. You look to the left side of the villa, but there's no doorplate to be found—only a rough tombstone, upon which a name is grotesquely rendered in paint like dried blood."
AvgDialog_98284_Content_10,bBOc,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,17,AvgDialog,Content,,与你同班的年轻画家兴奋地打开门，乱糟糟的头发与衣服上沾染着各色的颜料。这栋别墅毫无争议的主人。,"The young painter from your class excitedly opens the gate, his messy hair and paint-splattered clothes covered in various colors. He is the undisputed master of this villa."
AvgDialog_98284_Content_11,bBOd,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,18,AvgDialog,Content,玩家,之前你给我说过你家的住址，只是没想到富顿街116号居然是个……,"You told me your address before, but I never expected 116 Futton Street to be a—"
AvgDialog_98284_Content_13,bBOf,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,20,AvgDialog,Content,,皮克曼疑惑地低下头，仿佛第一次发现自己那些野兽般的肢体。,"Pickman lowered his head in confusion, as if he were discovering his bestial appendages for the first time."
AvgDialog_98284_Content_14,bBOg,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,21,AvgDialog,Content,皮克曼,手和脚？哦，那个……我正在研究一些兽化的人体创作，所以、所以给自己做了些特别的装扮。没错，装扮！,"Hands and feet? Oh, that... I'm currently researching some beastly body transformations, so—so I made some special decorations for myself. That's right, decorations!"
AvgDialog_98284_Content_16,bBOi,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,23,AvgDialog,Content,,这里或许曾是个富丽的宅邸，但那些名贵的器具与装潢，全部都被狂乱的画作与雕塑模型取代。,"This place may have been a lavish mansion once, but all the valuable furnishings and decorations have been replaced by frenzied paintings and sculpted figures."
AvgDialog_98284_Content_17,bBOj,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,24,AvgDialog,Content,玩家,嗯，这房间真是有你的风格……,"Hmm, this room really is your style..."
AvgDialog_98284_Content_18,bBOk,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,25,AvgDialog,Content,皮克曼,啊，抱歉抱歉，我平时没有时间收拾，那些佣人也不太愿意来我这里，所以稍稍有些乱……,"Ah, sorry, sorry. I usually don't have time to tidy up, and servants aren't too keen on coming here, so it's a bit messy…"
AvgDialog_98284_Content_20,bBOn,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,27,AvgDialog,Content,皮克曼,我喜欢这个地方，既安静，又能找到许多的模特。你知道，我想找个人来当模特实在是困难……,"I like this place; it's quiet and I can find plenty of models here. Finding someone to be a model is really hard, you know…"
AvgDialog_98284_Content_21,bBOo,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,28,AvgDialog,Content,玩家,模特？在墓园里找？,A model? You're looking for one in a graveyard?
AvgDialog_98284_Content_22,bBOp,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,29,AvgDialog,Content,皮克曼,啊，不说那个……我邀请了你那么多次，怎么今天突然想起到我家来做客啦！你今天不是要参加画廊的画展吗？,"Ah, never mind that... I've invited you so many times—why did you suddenly decide to visit my place? Aren't you supposed to attend the gallery exhibition today?"
AvgDialog_98284_Content_23,bBOq,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,30,AvgDialog,Content,皮克曼,也没提前和我说下，我都没时间好好准备……,"You didn't even give me a heads-up, so I didn't have time to prepare properly..."
AvgDialog_98284_Content_25,bBOs,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,32,AvgDialog,Content,玩家,你还好吧，皮克曼？前几天的审核会上，马修先生对你说的那些批评的话，实在是有些过分……,"Are you okay, Pickman? What Mr. Matthew said to you at the review meeting a few days ago really was a bit too much..."
AvgDialog_98284_Content_26,bBOt,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,33,AvgDialog,Content,玩家,我和你接触不算很多，不过我知道，你在绘画上的天赋是有多么的惊人。,"I haven't interacted with you often, but I know how astonishing your painting talents are."
AvgDialog_98284_Content_27,bBOu,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,34,AvgDialog,Content,玩家,你全身心热爱艺术，又是一个十分敏感的人，我担心你会因为马修先生的评价……,You're sincerely passionate about art and a very sensitive individual. I'm concerned that Mr. Matthew's remarks might've affected you…
AvgDialog_98284_Content_28,bBOv,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,35,AvgDialog,Content,,皮克曼瞪大眼睛，浑身颤抖起来。,"Pickman's eyes widened, his whole body starting to shake."
AvgDialog_98284_Content_29,bBOw,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,36,AvgDialog,Content,玩家,皮克曼？你怎么了……,Pickman? What's wrong…?
AvgDialog_98284_Content_30,bBOy,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,37,AvgDialog,Content,皮克曼,埃弗先生！你是这个世界上最懂我的人！能遇到你是我作为人类以来最幸福的事！,Mr. Avery! You are the one person who understands me the most in this world! Meeting you has been the happiest thing in my life as a human!
AvgDialog_98284_Content_31,bBOz,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,38,AvgDialog,Content,玩家,作为人类？……啊！皮克曼先生……我有点……喘不过气……,As a human? ...Ah! Mr. Pickman... I'm a bit... out of breath...
AvgDialog_98284_Content_32,bBOA,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,39,AvgDialog,Content,,皮克曼松开了差点被勒死的你，重重拍了拍你的肩膀。你似乎听见了骨头碎裂的声音。,"Pickman released his grip on you, nearly strangled in his embrace, and gave your shoulder an intense pat. You seemed to hear the sound of bones cracking."
AvgDialog_98284_Content_36,bBOE,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,43,AvgDialog,Content,皮克曼,我有一个天大的秘密，本来不打算让任何人知道。但是，埃弗先生，你和别人不一样！放心，我一定不会让你白来一趟！请跟我来！,"I have a huge secret that I never intended to tell anyone. However, Mr. Avery, you are different from the rest! Rest assured, I promise I won't let your visit be in vain! Please, follow me!"
AvgDialog_98284_Content_37,bBOF,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,44,AvgDialog,Content,,皮克曼将你请到沙发上坐下，神秘地走到房间中央的画布前。,Pickman invites you to sit on the sofa and enigmatically walks to a canvas at the center of the room.
AvgDialog_98284_Content_39,bBOH,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,46,AvgDialog,Content,玩家,是想给我看你最新的画作吗？这我的确很有兴趣。,"Are you trying to show me your latest painting? Indeed, I'm interested."
AvgDialog_98284_Content_40,bBOJ,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,47,AvgDialog,Content,玩家,明天的艺术研讨会，我也准备再次向评审会举荐你的作品，对于革新派来说，你的画作至关重要……,"At tomorrow's art symposium, I'm preparing to recommend your work to the jury again. Your paintings are crucial for the Reformists—"
AvgDialog_98284_Content_42,bBOL,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,49,AvgDialog,Content,皮克曼,你猜对了一半……我要给你看的，不只是我的画作。我要带你，去看看真正的艺术，真正的世界……,"You guessed half right... What I'm going to show you isn't just one of my paintings. I want to take you to see true art, the real world..."
AvgDialog_98284_Content_44,bBON,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,51,AvgDialog,Content,,皮克曼克制着自己的兴奋，神秘地扯下黑色的画布。,Pickman held back his elation and pulled off the canvas' black shroud.
AvgDialog_98284_Content_45,bBOO,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,52,AvgDialog,Content,,画布之下，你看到一座城市模糊的轮廓。你想要仔细观赏它，却发现自己的眼睛无论如何也无法在它上面聚焦。,"Beneath it, you see the blurred outline of a city. You try to examine it in detail, but find that your eyes are unable to focus on it no matter what you do."
AvgDialog_98284_Content_46,bBOP,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,53,AvgDialog,Content,玩家,抱歉，我可能今天累得有些眼花了……,"Sorry, I might be a bit tired today—my vision's a bit blurry..."
AvgDialog_98284_Content_47,bBOQ,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,54,AvgDialog,Content,皮克曼,没关系，埃弗。仔细地看，再仔细一些……,"It's fine, Avery. Look close, even closer..."
AvgDialog_98284_Content_48,bBOR,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,55,AvgDialog,Content,,你深吸一口气，紧紧盯着那张模糊的画。,You took a deep breath and stared intently at the obscure painting.
AvgDialog_98284_Content_49,bBOS,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,56,AvgDialog,Content,,颜料在旋转。线条在旋转。房间在旋转。模糊的光影从画作上蔓延到整个世界，侵入你的脑海。整个宇宙在旋转。,"The paint swirls. The lines swirl. The room swirls. Blurred light and shadows spread from the painting across the entire world, invading your mind. The whole universe swirls and churns."
AvgDialog_98284_Content_50,bBOU,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,57,AvgDialog,Content,,在这模糊与旋转里，你重重地栽倒在地……,"Caught in the bleary whirl, you fall heavily to the ground..."
AvgDialog_98284_Content_52,bBOW,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,59,AvgDialog,Content,皮克曼,埃……,Ave…
AvgDialog_98284_Content_56,bBPa,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,63,AvgDialog,Content,玩家,这……这是哪里？！……,Where... where is this?!...
AvgDialog_98284_Content_57,bBPb,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,64,AvgDialog,Content,皮克曼,「野兽主义」酒馆。这不是你一直想来的地方吗？,Fauvist Pub. Isn't this the place you've always wanted to visit?
AvgDialog_98284_Content_58,bBPc,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,65,AvgDialog,Content,玩家,「野兽主义」……酒馆……我刚刚好像在你家沙发上睡着了？我们是什么时候……,Fauvist... Pub... Didn’t I just doze off on your couch? When did we…
AvgDialog_98284_Content_59,bBPd,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,66,AvgDialog,Content,皮克曼,我家的沙发？我的天呐，埃弗，你昨晚到底是喝了多少？你在我家睡觉都已经是前天的事情啦！,"My couch? Oh my God, Avery, how much did you drink last night? You stayed over at my place two nights ago!"
AvgDialog_98284_Content_60,bBPf,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,67,AvgDialog,Content,皮克曼,昨天你在酒馆里喝醉后的样子，可是征服了这座城邦里的不少人呢！你知道你邀请了多少位女郎给你当模特吗？,The way you acted after getting drunk at the tavern yesterday charmed quite a few people in this city! Do you know how many ladies were invited to model for you?
AvgDialog_98284_Content_61,bBPg,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,68,AvgDialog,Content,玩家,我？喝酒？,Me? Drinking?
AvgDialog_98284_Content_62,bBPh,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,69,AvgDialog,Content,皮克曼,这家酒馆的酒都快被你喝光了。可惜我对酒精严重过敏，要是我也能像你一样醉得天昏地暗，我一定能创作出更好的画作！,"You've nearly emptied all the booze in this tavern. Unfortunately, I'm severely allergic to alcohol. If I could get as intoxicated as you, I'm sure I could create even more impressive artwork!"
AvgDialog_98284_Content_63,bBPi,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,70,AvgDialog,Content,,这片奇异的空间和那些你从未有过的记忆让你感到荒谬。可皮克曼言之凿凿的话语，大脑的晕眩，独属于宿醉醒来的口干舌燥……,"This bizarre space and the memories you've never experienced before make you feel absurd. However, Pickman's assertive words, the dizziness in your head, and the unique dryness of waking up from a hangover…"
AvgDialog_98284_Content_64,bBPj,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,71,AvgDialog,Content,,你一边怀疑自己记忆的真实性，一边摸索着把桌上的水杯拿到嘴边，大口喝起来。,"You question your memories while fumbling to bring a cup of water on the table to your lips, taking large sips."
AvgDialog_98284_Content_65,bBPk,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,72,AvgDialog,Content,玩家,！！！噗——,!!! Puh—
AvgDialog_98284_Content_67,bBPm,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,74,AvgDialog,Content,玩家,这……这些……,This... these...
AvgDialog_98284_Content_68,bBPn,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,75,AvgDialog,Content,,你看着从嘴里喷出的液体。那是不知道来自哪个年代的血液，菌群与蠕虫在里面狂欢。,"You look at the liquid spurting from your mouth: it's blood from an unknown era, swarming with reveling microbes and wriggling worms inside."
AvgDialog_98284_Content_71,bBPr,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,78,AvgDialog,Content,酒馆老板,昨晚我们一起喝酒的时候，您看上去可比现在欢快多了。,You seemed much more cheerful over drinks last night than you do now.
AvgDialog_98284_Content_72,bBPs,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,79,AvgDialog,Content,酒馆老板,我的酒深受顾客们的喜爱，但再好的酒，喝得太多，也会变成毒药的……,"My wine is well loved by customers, but no matter how good the wine is, drinking too much can turn it into poison..."
AvgDialog_98284_Content_74,bBPu,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,81,AvgDialog,Content,玩家,啊，抱歉，老板，我现在有些不舒服……,"Ah, sorry, madam. I'm not feeling well right now…"
AvgDialog_98284_Content_75,bBPv,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,82,AvgDialog,Content,,你抬起头。沿着优雅的曲线与精致的身体，你看到一张长着黄色复眼的蝴蝶般的脸。,You lift your head. Atop graceful curves and an exquisite body is a butterfly-like visage with yellow compound eyes.
AvgDialog_98284_Content_76,bBPw,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,83,AvgDialog,Content,酒馆老板,啊，抱歉，埃弗先生，昨天累了一夜，我的妆还没有来得及补上。,"Ah, pardon me, Mr. Avery. I was worn out from last night and haven't had the chance to fix my makeup yet."
AvgDialog_98284_Content_77,bBPx,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,84,AvgDialog,Content,皮克曼,好了埃弗，别再盯着人家老板看了，多不礼貌。,"Alright, Avery. Stop staring at the owner, it's quite impolite."
AvgDialog_98284_Content_78,bBPy,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,85,AvgDialog,Content,皮克曼,今天是城邦的庆典日，王的欢宴晚上就要开始，街上有好多新奇的东西，说不定我们要找的灵感就在哪个转角等着我们呢！,Today is the city's celebration day. The king's feast starts tonight and there are many novelties in the streets; perhaps the epiphany we're searching for is waiting right around the corner!
AvgDialog_98284_Content_79,bBPz,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,86,AvgDialog,Content,皮克曼,走吧走吧，再不去就来不及了！,"Let's go, let's go! If we don't hurry, we'll miss it!"
AvgDialog_98284_Content_80,bBPB,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,87,AvgDialog,Content,,没等你回复，皮克曼不由分说地拉上你离开了酒馆。你无意中回头望了一眼，停下了脚步。,"Before you could respond, Pickman pulled you out of the pub without a word. You subconsciously glanced back and came to a halt."
AvgDialog_98284_Content_82,bBPD,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,89,AvgDialog,Content,皮克曼,很棒对吧？你昨天刚来的时候，可兴奋得不得了哪！,"Great, right? You were absolutely elated when we arrived yesterday!"
AvgDialog_98284_Content_83,bBPE,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,90,AvgDialog,Content,,<Red:<Italic:一个巨大的胃袋制成的酒馆在你身后轻轻蠕动，酸蚀的液体不时滴落，将那块写着野兽主义的招牌腐蚀得千疮百孔。>>,"<Red:<Italic:Fashioned from stomach lining, the massive tavern gently writhes behind you, its biting acid occasionally dripping and corroding a sign that reads ""Fauvism"" in a thousand perforations.>>"
AvgDialog_98284_Content_84,bBPF,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,91,AvgDialog,Content,,<Yellow:<Italic:蝴蝶女郎依靠在胃袋的入口，向你们热情地挥手。>>,<Yellow:<Italic:The butterfly lady leaning against the stomach's entrance waved enthusiastically at you.>>
AvgDialog_98284_Content_85,bBPG,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,92,AvgDialog,Content,,皮克曼在你身前滔滔不绝，你完全没有听见他在说些什么。,"Pickman is talking incessantly in front of you as well, but you can't hear a word he's saying."
AvgDialog_98284_Content_86,bCpD,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,93,AvgDialog,Content,,你神情恍惚地转过身，跟在他身后，麻木地向这座诡异城邦的深处走去。,"You turn around in a daze, following him numbly as you walk deeper into the eerie city."
AvgDialog_98285_Content_2,bBPT,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,95,AvgDialog,Content,,<Red:<Italic:你最后一次望向天空。原本应该是月亮所在的位置，一只血红色、血管暴凸的眼球正在注视着你。>>,"<Red:<Italic:You take one last look at the sky. A blood-red, veiny eye bulges and stares at you where the moon should be.>>"
AvgDialog_98285_Content_3,bBQe,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,96,AvgDialog,Content,,<Red:<Italic:无论你们走向哪里、在做什么，它的目光都牢牢锁定在你的身上。你尝试与它对视，尝试将它遗忘，但所有的努力都无功而返。>>,"<Red:<Italic:No matter where you go or what you do, its gaze is fixed firmly on you. You try to meet its gaze—try to forget it—but all efforts are in vain.>>"
AvgDialog_98285_Content_4,bBQp,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,97,AvgDialog,Content,蛇头人,血肉盆栽，纯人体制作，生命的奇迹！给它一段故事，它会为你欢笑！给它一滴鲜血，它会为你开出最美的花！,"Caro Bonsai, a purely man-made miracle of HP! Give it a story and it will laugh for you! Give it a drop of Bloodfeast and it will bloom the most beautiful flower for you!"
AvgDialog_98285_Content_5,bBQA,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,98,AvgDialog,Content,无头人,由著名工匠弗兰手工雕刻的颅骨杯盏，最后十个，售完即止。退后退后，一个个来。,"Handcrafted by the renowned artisan Fran, this skull-shaped chalice is one of the last ten pieces—once they're gone, they're gone! Step back, step back. One at a time."
AvgDialog_98285_Content_6,bBQL,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,99,AvgDialog,Content,蜜蜂人,记忆之花的花粉，为您编织一段亦真亦假、如梦似幻的人生。两位，想要体验一下吗？,"The Flower of Memory's pollen weaves a life for you that is both tangible and illusory, dreamlike and surreal. You two—would you like to experience it?"
AvgDialog_98285_Content_7,bBQW,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,100,AvgDialog,Content,皮克曼,怎么样，埃弗！想要试试吗？,"How about it, Avery? Want to give it a try?"
AvgDialog_98285_Content_8,bBRh,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,101,AvgDialog,Content,玩家,还是算了吧……这个商品听上去和我现在的处境似乎没多大区别，谢谢……,Forget it... What it offers isn't much different from my current situation. Thanks anyways...
AvgDialog_98285_Content_10,bBPJ,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,103,AvgDialog,Content,皮克曼,哎？那是什么！,Huh? What is that?
AvgDialog_98285_Content_11,bBPK,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,104,AvgDialog,Content,,你随着皮克曼的目光望去。一个花束般的女人身前的流动商摊上，堆着一堆如活物般扭动的颜料。,"You follow Pickman's gaze. At a traveling merchant's stall lay a pile of paints, writhing like living creatures, in front of a woman resembling a bouquet."
AvgDialog_98285_Content_12,bBPL,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,105,AvgDialog,Content,,五颜六色的颜料，每种颜色都如同这个世界一般黏腻、肮脏、让你感到胃部被某种东西狠狠攥紧。,"It's a colorful array of paints; each hue, as sticky and dirty as this grotesque world, makes you feel as though something is gripping your stomach ever-so-tightly."
AvgDialog_98285_Content_13,bBPM,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,106,AvgDialog,Content,花头人,两位，要来试试吗？人与世界之间总是隔着一层厚重的涂料。抹上这些由活体生物特制的颜料，让你们与城邦融为一体，靠近这个世界的本质……,"Gentlemen, would you like to give it a try? There is always a thick coat of paint separating humans from the truth of this world. Apply these specially-crafted pigments made from the living, merge into the city, and get closer to its essence…"
AvgDialog_98285_Content_14,bBPN,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,107,AvgDialog,Content,皮克曼,靠近……世界的本质？！,Closer... to the essence of this world?!
AvgDialog_98285_Content_16,bBPP,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,109,AvgDialog,Content,,店铺的老板拿起颜料，倾倒在自己身上。,The shopkeeper picks up the paint and pours it over themself.
AvgDialog_98285_Content_17,bBPQ,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,110,AvgDialog,Content,花头人,让自己贴近于这个世界的色彩，才能触及到这个世界的真实。您不觉得吗，画家先生？,"Only by attuning yourself to the colors of this world can you touch its truth. Don't you think so, Mr. Painter?"
AvgDialog_98285_Content_19,bBPS,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,112,AvgDialog,Content,玩家,皮克曼，我先说好，我可不想陪你玩这个……,"Pickman, let me make one thing clear: I have no intention of playing along with this."
AvgDialog_98285_Content_20,bBPU,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,113,AvgDialog,Content,皮克曼,这怎么行，埃弗！你可是一位革新派的艺术家！,"How can this be, Avery?! You're an innovative artist!"
AvgDialog_98285_Content_21,bBPV,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,114,AvgDialog,Content,皮克曼,一个能贴近世界本质的机会，一个能创作出绝佳艺术的机会，你怎么忍心放弃它！,"A chance to approach the essence of the world, a chance to create exceptional art—you really can't bear to give it up!"
AvgDialog_98285_Content_24,bBPY,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,117,AvgDialog,Content,花头人,十罐活体颜料已经为您准备好了，一共只需一百二十块指骨。,Ten cans of living paint have been prepared for you. The total cost is only a hundred and twenty finger bones.
AvgDialog_98285_Content_26,bBQa,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,119,AvgDialog,Content,玩家,……离开野兽主义酒馆的时候，我把身上那些碎骨全部拿给老板娘了。不过先别纠结颜料的事情了，皮克曼。,"...When we left the Fauvist Pub, I handed all the broken bones I had to the innkeep. Let's not get caught up in the pigments for now, Pickman."
AvgDialog_98285_Content_27,bBQb,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,120,AvgDialog,Content,玩家,我们已经从早上逛到了中午，想要进入王邸参加宴会，看上去好像遥遥无期。我们现在一点头绪都还没有。,"We've been wandering since morning, hoping to enter the royal mansion for the banquet, but it seems like an endless wait. Right now, we're clueless."
AvgDialog_98285_Content_28,bBQc,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,121,AvgDialog,Content,皮克曼,不用担心，我的挚友！机会就像灵感，作为你最忠诚的朋友，永远会在你最绝望的时候向你伸出援手……,"Don't worry, my bosom friend! Opportunities, like inspiration, will always reach out to you at your most desperate moments, as your most loyal ally…"
AvgDialog_98285_Content_30,bBQf,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,123,AvgDialog,Content,,皮克曼正陶醉在自己的畅谈里，一张肮脏杂乱的海报随风飘扬，覆在他的脸上，堵上了他的嘴。,"Pickman was immersed in his own enthusiastic monologue when a dirty, disheveled poster fluttered in the wind, landing on his face and covering his mouth."
AvgDialog_98285_Content_34,bBQj,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,127,AvgDialog,Content,,一大群人围在前方，皮克曼不由分说拉着你凑上前。攒动的人头里，你们奋力往前挤去。,"A large crowd had gathered ahead and, without hesitation, Pickman pulled you forward. In the throng of people, you struggled to push your way through."
AvgDialog_98285_Content_35,bBQk,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,128,AvgDialog,Content,,一个豪华的赛马场看台下方，四名身着沾满颜料的天鹅绒礼服的猪头人围着一滩泥沼。,"Beneath a racetrack's luxurious grandstand, four pig-headed people dressed in paint-stained, velvet tuxedos were gathering around a muddy quagmire."
AvgDialog_98285_Content_36,bBQl,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,129,AvgDialog,Content,,他们的獠牙镶着金套，每根鬃毛都精心抹着发蜡，鼻环随着激动的喘息叮当作响。,"Their fangs are adorned with gold caps, each strand of their manes meticulously styled with hair wax as their nose rings jingled with every excited breath."
AvgDialog_98285_Content_40,bBQq,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,133,AvgDialog,Content,,他沾满泥污的身体与双手在干净的地板上留下一地黑色的肮脏印记。栅栏板上黏结着混有马粪的泥浆，形成混沌的棕黑色团块。,"His mud-stained hands and body left a trail of dark, filthy imprints on the clean floor. Its fence boards were coated with mud, mixed with horse dung, and forming chaotic brown-black clumps."
AvgDialog_98285_Content_41,bBQr,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,134,AvgDialog,Content,,几片被碾碎的蒲公英嵌在泥中，像溃烂皮肤里滋生的霉菌。右下角赫然印着半个带泥的猪蹄印，如同一枚英武的印章。,"A few crushed dandelion petals are embedded in the mud as well, like festering mold growing on skin. A half-formed, mud-covered pig's hoofprint boldly stamped a lower right corner, resembling a grandiose seal."
AvgDialog_98285_Content_44,bBQu,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,137,AvgDialog,Content,,衣着端庄的猪头人用蹄尖猛戳泥板。,The smartly dressed pig-headed man forcefully poked the mud slab with the tip of his hoof.
AvgDialog_98285_Content_45,bBQv,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,138,AvgDialog,Content,古典主义画家,还有这所谓的「笔触」，不过是直肠排泄物的流体动力学轨迹。这样的东西，也配被称为画？！,"And, as for this so-called ""brushstroke,"" it's nothing more than a hydrodynamic trail of rectal excrement. How can something like this even be called art?!"
AvgDialog_98285_Content_47,bBQx,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,140,AvgDialog,Content,,他站起身，居高临下地指着地上的泥点。,"He stood up, pointing down at the muddy spot on the ground."
AvgDialog_98285_Content_48,bBQy,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,141,AvgDialog,Content,印象主义画家,瞧这泥浆滴落的偶然性，每一道污痕都是虚无与存在的辩论。,Behold the randomness of dripping mud—each stain is a debate between the void and existence.
AvgDialog_98285_Content_50,bBQB,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,143,AvgDialog,Content,象征主义画家,诸君！你们听见腐叶在泥浆里哭泣吗？这腥臊的土腥味……这黏稠的死亡质感……,"Gentlemen! Can you hear the rotting leaves weeping in the mud? This foul, fishy, earthy smell... this viscous sensation of death..."
AvgDialog_98285_Content_52,bBQD,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,145,AvgDialog,Content,象征主义画家,看呐！左上方那团蛙卵状气泡……正是被物欲窒息的灵性！,"Look! That bubble, shaped like a frog egg in the upper left... it's spirituality being suffocated by material desires!"
AvgDialog_98285_Content_53,bBQE,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,146,AvgDialog,Content,象征主义画家,<Shake:啊……这苦咸的滋味，简直就是宗教圣血的转喻！>,<Shake:Ah... this bitter and salty taste must be a metaphor for the holy blood of religion!>
AvgDialog_98285_Content_55,bBQG,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,148,AvgDialog,Content,,猪头人们争论不停，聒噪的嚎叫声像是一块修饰的铁片，不停地刮过你们的耳膜。,"The pig-headed men argue without end, their noisy squeals like a piece of polished metal constantly scraping against your eardrums."
