Key,ShortKey,Source,Row,Module,Field,Role,CN,TH
Stage_8180_Name,aVwc,g关卡_Stage_A.csv,942,Stage,Name,,超维之旅·间隙Ⅶ,ผจญห้วงมิติ: รอยแยก VII
Stage_8180_Desc,aVwb,g关卡_Stage_A.csv,942,Stage,Desc,,来历不明的造像在黑暗中游荡、战栗。\n它们踏着古老的节拍，循着来自远方的笛声起舞。,รูปปั้นปริศนาร่อนเร่และสั่นระริกในความมืด\nพวกมันก้าวตามจังหวะโบราณ พร้อมเต้นรำตามเสียงขลุ่ยที่มาจากแดนไกล
Stage_7980_Name,aVkJ,g关卡_Stage_A.csv,943,Stage,Name,,超维之旅·间隙Ⅷ,ผจญห้วงมิติ: รอยแยก VIII
Stage_7980_Desc,aVkI,g关卡_Stage_A.csv,943,Stage,Desc,,来历不明的造像在黑暗中游荡、战栗。\n它们踏着古老的节拍，循着来自远方的笛声起舞。,รูปปั้นปริศนาร่อนเร่และสั่นระริกในความมืด\nพวกมันก้าวตามจังหวะโบราณ พร้อมเต้นรำตามเสียงขลุ่ยที่มาจากแดนไกล
,,,—,,,,,
FeatureUnlock_17067_FeatureName,aCsf,g功能解锁_FeatureUnlock_A.csv,79,FeatureUnlock,FeatureName,,混沌之域·间隙,ดินแดนโกลาหล: รอยแยก
FeatureUnlock_17067_LockTip,aCsg,g功能解锁_FeatureUnlock_A.csv,79,FeatureUnlock,LockTip,,完成 「调查行动」2-4·普通 后解锁,"ปลดล็อกเมื่อเสร็จสิ้นเควส ""ภารกิจสืบสวน"" 2-4: ปกติ"
StageGroup_15874_Name,aQXW,g关卡组_StageGroup_A.csv,76,StageGroup,Name,,混沌之域,ดินแดนโกลาหล
StageGroup_15874_Desc,aQXV,g关卡组_StageGroup_A.csv,76,StageGroup,Desc,,它们在黑暗中扭曲、融合，然后被小心翼翼地保管在造像里。\n这是一次蓄谋已久的重逢。,พวกมันบิดเบี้ยวและหลอมรวมเข้าหากันในความมืด จากนั้นจึงถูกเก็บรักษาไว้อย่างระมัดระวังภายในรูปปั้น\nนี่คือการหวนคืนสู่กันและกันที่ได้ถูกจัดเตรียมไว้อย่างยาวนาน
StageGroup_15874_TypeText,aQXY,g关卡组_StageGroup_A.csv,76,StageGroup,TypeText,,混沌之域,ดินแดนโกลาหล
StageGroup_15910_Name,aRaK,g关卡组_StageGroup_A.csv,80,StageGroup,Name,,混沌之域,ดินแดนโกลาหล
StageGroup_15910_Desc,aRaJ,g关卡组_StageGroup_A.csv,80,StageGroup,Desc,,它们在黑暗中扭曲、融合，然后被小心翼翼地保管在造像里。\n这是一次蓄谋已久的重逢。,พวกมันบิดเบี้ยวและหลอมรวมเข้าหากันในความมืด จากนั้นจึงถูกเก็บรักษาไว้อย่างระมัดระวังภายในรูปปั้น\nนี่คือการหวนคืนสู่กันและกันที่ได้ถูกจัดเตรียมไว้อย่างยาวนาน
StageGroup_15910_TypeText,aRaM,g关卡组_StageGroup_A.csv,80,StageGroup,TypeText,,混沌之域,ดินแดนโกลาหล
StageGroup_15911_Name,aRaO,g关卡组_StageGroup_A.csv,84,StageGroup,Name,,混沌之域,ดินแดนโกลาหล
StageGroup_15911_Desc,aRaN,g关卡组_StageGroup_A.csv,84,StageGroup,Desc,,它们在黑暗中扭曲、融合，然后被小心翼翼地保管在造像里。\n这是一次蓄谋已久的重逢。,พวกมันบิดเบี้ยวและหลอมรวมเข้าหากันในความมืด จากนั้นจึงถูกเก็บรักษาไว้อย่างระมัดระวังภายในรูปปั้น\nนี่คือการหวนคืนสู่กันและกันที่ได้ถูกจัดเตรียมไว้อย่างยาวนาน
StageGroup_15911_TypeText,aRaQ,g关卡组_StageGroup_A.csv,84,StageGroup,TypeText,,混沌之域,ดินแดนโกลาหล
StageGroup_15912_Name,aRaS,g关卡组_StageGroup_A.csv,88,StageGroup,Name,,混沌之域,ดินแดนโกลาหล
StageGroup_15912_Desc,aRaR,g关卡组_StageGroup_A.csv,88,StageGroup,Desc,,它们在黑暗中扭曲、融合，然后被小心翼翼地保管在造像里。\n这是一次蓄谋已久的重逢。,พวกมันบิดเบี้ยวและหลอมรวมเข้าหากันในความมืด จากนั้นจึงถูกเก็บรักษาไว้อย่างระมัดระวังภายในรูปปั้น\nนี่คือการหวนคืนสู่กันและกันที่ได้ถูกจัดเตรียมไว้อย่างยาวนาน
StageGroup_15912_TypeText,aRaU,g关卡组_StageGroup_A.csv,88,StageGroup,TypeText,,混沌之域,ดินแดนโกลาหล
StageGroup_23666_Name,aRge,g关卡组_StageGroup_A.csv,92,StageGroup,Name,,混沌之域,ดินแดนโกลาหล
StageGroup_23666_Desc,aRgd,g关卡组_StageGroup_A.csv,92,StageGroup,Desc,,它们在黑暗中扭曲、融合，然后被小心翼翼地保管在造像里。\n这是一次蓄谋已久的重逢。,พวกมันบิดเบี้ยวและหลอมรวมเข้าหากันในความมืด จากนั้นจึงถูกเก็บรักษาไว้อย่างระมัดระวังภายในรูปปั้น\nนี่คือการหวนคืนสู่กันและกันที่ได้ถูกจัดเตรียมไว้อย่างยาวนาน
StageGroup_23666_TypeText,aRgg,g关卡组_StageGroup_A.csv,92,StageGroup,TypeText,,混沌之域,ดินแดนโกลาหล
Stage_8208_Name,aVxI,g关卡_Stage_A.csv,944,Stage,Name,,混沌之域·间隙Ⅰ,ดินแดนโกลาหล: รอยแยก I
Stage_8208_Desc,aVxH,g关卡_Stage_A.csv,944,Stage,Desc,,它们在黑暗中扭曲、融合，然后被小心翼翼地保管在造像里。\n这是一次蓄谋已久的重逢。,พวกมันบิดเบี้ยวและหลอมรวมเข้าหากันในความมืด จากนั้นจึงถูกเก็บรักษาไว้อย่างระมัดระวังภายในรูปปั้น\nนี่คือการหวนคืนสู่กันและกันที่ได้ถูกจัดเตรียมไว้อย่างยาวนาน
Stage_8094_Name,aVrh,g关卡_Stage_A.csv,945,Stage,Name,,混沌之域·间隙Ⅱ,ดินแดนโกลาหล: รอยแยก II
Stage_8094_Desc,aVrg,g关卡_Stage_A.csv,945,Stage,Desc,,来历不明的造像在黑暗中游荡、战栗。\n它们踏着古老的节拍，循着来自远方的笛声起舞。,รูปปั้นปริศนาร่อนเร่และสั่นระริกในความมืด\nพวกมันก้าวตามจังหวะโบราณ พร้อมเต้นรำตามเสียงขลุ่ยที่มาจากแดนไกล
Stage_7947_Name,aViI,g关卡_Stage_A.csv,946,Stage,Name,,混沌之域·间隙Ⅲ,ดินแดนโกลาหล: รอยแยก III
Stage_7947_Desc,aViH,g关卡_Stage_A.csv,946,Stage,Desc,,「门」即将开启，你从中窥见一部分真理。\n不是黑色，也不是白色——真理是彩色的，也是浑浊的。,"""ประตู"" กำลังจะเปิดออก และเจ้าได้แอบมองเห็นส่วนหนึ่งของสัจธรรม\nมันมิใช่สีดำ มิใช่สีขาว—สัจธรรมนั้นเป็นดั่งสีสันอันหลากหลาย และเป็นดั่งความขุ่นมัวที่ผสมผสานกัน"
Stage_7658_Name,aUBL,g关卡_Stage_A.csv,947,Stage,Name,,混沌之域·间隙Ⅳ,ดินแดนโกลาหล: รอยแยก IV
Stage_7658_Desc,aUBK,g关卡_Stage_A.csv,947,Stage,Desc,,「门」已被开启，幻梦即将清醒。\n嘘……不可注视，不可谛听。,"""ประตู"" ถูกเปิดออกแล้ว ห้วงฝันลวงใกล้ถึงจุดสิ้นสุด\nชู่...อย่าจ้องมอง อย่าเงี่ยหูฟัง"
Stage_8140_Name,aVtM,g关卡_Stage_A.csv,948,Stage,Name,,混沌之域·间隙Ⅴ,ดินแดนโกลาหล: รอยแยก V
Stage_8140_Desc,aVtL,g关卡_Stage_A.csv,948,Stage,Desc,,它们在黑暗中扭曲、融合，然后被小心翼翼地保管在造像里。\n这是一次蓄谋已久的重逢。,พวกมันบิดเบี้ยวและหลอมรวมเข้าหากันในความมืด จากนั้นจึงถูกเก็บรักษาไว้อย่างระมัดระวังภายในรูปปั้น\nนี่คือการหวนคืนสู่กันและกันที่ได้ถูกจัดเตรียมไว้อย่างยาวนาน
Stage_8096_Name,aVrn,g关卡_Stage_A.csv,949,Stage,Name,,混沌之域·间隙Ⅵ,ดินแดนโกลาหล: รอยแยก VI
Stage_8096_Desc,aVrm,g关卡_Stage_A.csv,949,Stage,Desc,,它们在黑暗中扭曲、融合，然后被小心翼翼地保管在造像里。\n这是一次蓄谋已久的重逢。,พวกมันบิดเบี้ยวและหลอมรวมเข้าหากันในความมืด จากนั้นจึงถูกเก็บรักษาไว้อย่างระมัดระวังภายในรูปปั้น\nนี่คือการหวนคืนสู่กันและกันที่ได้ถูกจัดเตรียมไว้อย่างยาวนาน
Stage_7882_Name,aVeV,g关卡_Stage_A.csv,950,Stage,Name,,混沌之域·间隙Ⅶ,ดินแดนโกลาหล: รอยแยก VII
Stage_7882_Desc,aVeU,g关卡_Stage_A.csv,950,Stage,Desc,,来历不明的造像在黑暗中游荡、战栗。\n它们踏着古老的节拍，循着来自远方的笛声起舞。,รูปปั้นปริศนาร่อนเร่และสั่นระริกในความมืด\nพวกมันก้าวตามจังหวะโบราณ พร้อมเต้นรำตามเสียงขลุ่ยที่มาจากแดนไกล
Stage_8166_Name,aVvm,g关卡_Stage_A.csv,951,Stage,Name,,混沌之域·间隙Ⅷ,ดินแดนโกลาหล: รอยแยก VIII
Stage_8166_Desc,aVvl,g关卡_Stage_A.csv,951,Stage,Desc,,来历不明的造像在黑暗中游荡、战栗。\n它们踏着古老的节拍，循着来自远方的笛声起舞。,รูปปั้นปริศนาร่อนเร่และสั่นระริกในความมืด\nพวกมันก้าวตามจังหวะโบราณ พร้อมเต้นรำตามเสียงขลุ่ยที่มาจากแดนไกล
