Key,ShortKey,Source,Row,Module,Field,Role,CN,TH
StageGroup_15928_TypeText,aRcg,g关卡组_StageGroup_A.csv,59,StageGroup,TypeText,,圣胎之咏,บทสรรเสริญแห่งครรภ์ศักดิ์สิทธิ์
StageGroup_15928_StageGroupRewardDescription,aRcf,g关卡组_StageGroup_A.csv,59,StageGroup,StageGroupRewardDescription,,<Black:高阶技能素材>,<Black:วัสดุอัปเกรดสกิลขั้นสูง>
Stage_36132_Name,aSft,g关卡_Stage_A.csv,572,Stage,Name,,圣胎之咏Ⅰ,บทสรรเสริญแห่งครรภ์ศักดิ์สิทธิ์ I
Stage_36132_Desc,aSfs,g关卡_Stage_A.csv,572,Stage,Desc,,不被祝福的孩子在海中吟咏圣歌。\n嘘……请保持安静，切勿惊扰祂的长眠。,เด็กน้อยผู้ไร้บุญกำลังขับขานเพลงสรรเสริญอยู่ในทะเล\nชู่...เงียบหน่อยสิ อย่ารบกวนการหลับใหลอันยาวนานของมันเด็ดขาด
Stage_36130_Name,aSfn,g关卡_Stage_A.csv,573,Stage,Name,,圣胎之咏Ⅰ,บทสรรเสริญแห่งครรภ์ศักดิ์สิทธิ์ I
Stage_36130_Desc,aSfm,g关卡_Stage_A.csv,573,Stage,Desc,,不被祝福的孩子在海中吟咏圣歌。\n嘘……请保持安静，切勿惊扰祂的长眠。,เด็กน้อยผู้ไร้บุญกำลังขับขานเพลงสรรเสริญอยู่ในทะเล\nชู่...เงียบหน่อยสิ อย่ารบกวนการหลับใหลอันยาวนานของมันเด็ดขาด
Stage_36131_Name,aSfq,g关卡_Stage_A.csv,574,Stage,Name,,圣胎之咏Ⅰ,บทสรรเสริญแห่งครรภ์ศักดิ์สิทธิ์ I
Stage_36131_Desc,aSfp,g关卡_Stage_A.csv,574,Stage,Desc,,不被祝福的孩子在海中吟咏圣歌。\n嘘……请保持安静，切勿惊扰祂的长眠。,เด็กน้อยผู้ไร้บุญกำลังขับขานเพลงสรรเสริญอยู่ในทะเล\nชู่...เงียบหน่อยสิ อย่ารบกวนการหลับใหลอันยาวนานของมันเด็ดขาด
Stage_36126_Name,aSfb,g关卡_Stage_A.csv,575,Stage,Name,,圣胎之咏Ⅱ,บทสรรเสริญแห่งครรภ์ศักดิ์สิทธิ์ I
Stage_36126_Desc,aSfa,g关卡_Stage_A.csv,575,Stage,Desc,,不被祝福的孩子在海中吟咏圣歌。\n嘘……请保持安静，切勿惊扰祂的长眠。,เด็กน้อยผู้ไร้บุญกำลังขับขานเพลงสรรเสริญอยู่ในทะเล\nชู่...เงียบหน่อยสิ อย่ารบกวนการหลับใหลอันยาวนานของมันเด็ดขาด
Stage_36126_StageInitStateText,aSfc,g关卡_Stage_A.csv,575,Stage,StageInitStateText,,海魇,อสุรกายแห่งท้องทะเล
Stage_36125_Name,aSeY,g关卡_Stage_A.csv,576,Stage,Name,,圣胎之咏Ⅲ,บทสรรเสริญแห่งครรภ์ศักดิ์สิทธิ์ II
Stage_36125_Desc,aSeX,g关卡_Stage_A.csv,576,Stage,Desc,,不被祝福的孩子在海中吟咏圣歌。\n嘘……请保持安静，切勿惊扰祂的长眠。,เด็กน้อยผู้ไร้บุญกำลังขับขานเพลงสรรเสริญอยู่ในทะเล\nชู่...เงียบหน่อยสิ อย่ารบกวนการหลับใหลอันยาวนานของมันเด็ดขาด
Stage_36125_StageInitStateText,aSeZ,g关卡_Stage_A.csv,576,Stage,StageInitStateText,,海魇,อสุรกายแห่งท้องทะเล
,,,—,,,,,
FeatureUnlock_49170_FeatureName,aCwq,g功能解锁_FeatureUnlock_A.csv,103,FeatureUnlock,FeatureName,,沙海遗存,มรดกในทะเลทราย
FeatureUnlock_49170_LockTip,aCwr,g功能解锁_FeatureUnlock_A.csv,103,FeatureUnlock,LockTip,,完成 「调查行动」第7章·普通 后解锁,"ปลดล็อกเมื่อเสร็จสิ้นเควส ""ภารกิจสืบสวน"" บทที่ 7: ปกติ"
StageGroup_49169_Name,aRmK,g关卡组_StageGroup_A.csv,60,StageGroup,Name,,沙海遗存,มรดกในทะเลทราย
StageGroup_49169_Desc,aRmJ,g关卡组_StageGroup_A.csv,60,StageGroup,Desc,,母树的幻影于银色火焰中轰然倒塌，但祂的血脉终将在根系中复苏。,ภาพมายาของพฤกษามารดาได้พังทลายลงท่ามกลางเปลวเพลิงสีเงิน แต่สายเลือดของมันจะฟื้นคืนสู่รากในที่สุด
StageGroup_49169_TypeText,aRmM,g关卡组_StageGroup_A.csv,60,StageGroup,TypeText,,沙海遗存,มรดกในทะเลทราย
StageGroup_49169_StageGroupRewardDescription,aRmL,g关卡组_StageGroup_A.csv,60,StageGroup,StageGroupRewardDescription,,<Black:高阶技能素材>,<Black:วัสดุอัปเกรดสกิลขั้นสูง>
Stage_49159_Name,aSzY,g关卡_Stage_A.csv,577,Stage,Name,,沙海遗存Ⅰ,มรดกในทะเลทราย I
Stage_49159_Desc,aSzX,g关卡_Stage_A.csv,577,Stage,Desc,,母树的幻影于银色火焰中轰然倒塌，但祂的血脉终将在根系中复苏。,ภาพมายาของพฤกษามารดาได้พังทลายลงท่ามกลางเปลวเพลิงสีเงิน แต่สายเลือดของมันจะฟื้นคืนสู่รากในที่สุด
Stage_49161_Name,aSAe,g关卡_Stage_A.csv,578,Stage,Name,,沙海遗存Ⅰ,มรดกในทะเลทราย I
Stage_49161_Desc,aSAd,g关卡_Stage_A.csv,578,Stage,Desc,,母树的幻影于银色火焰中轰然倒塌，但祂的血脉终将在根系中复苏。,ภาพมายาของพฤกษามารดาได้พังทลายลงท่ามกลางเปลวเพลิงสีเงิน แต่สายเลือดของมันจะฟื้นคืนสู่รากในที่สุด
Stage_49160_Name,aSAb,g关卡_Stage_A.csv,579,Stage,Name,,沙海遗存Ⅰ,มรดกในทะเลทราย I
Stage_49160_Desc,aSAa,g关卡_Stage_A.csv,579,Stage,Desc,,母树的幻影于银色火焰中轰然倒塌，但祂的血脉终将在根系中复苏。,ภาพมายาของพฤกษามารดาได้พังทลายลงท่ามกลางเปลวเพลิงสีเงิน แต่สายเลือดของมันจะฟื้นคืนสู่รากในที่สุด
Stage_49165_Name,aSAq,g关卡_Stage_A.csv,580,Stage,Name,,沙海遗存Ⅱ,มรดกในทะเลทราย II
Stage_49165_Desc,aSAp,g关卡_Stage_A.csv,580,Stage,Desc,,母树的幻影于银色火焰中轰然倒塌，但祂的血脉终将在根系中复苏。,ภาพมายาของพฤกษามารดาได้พังทลายลงท่ามกลางเปลวเพลิงสีเงิน แต่สายเลือดของมันจะฟื้นคืนสู่รากในที่สุด
Stage_49165_StageInitStateText,aSAr,g关卡_Stage_A.csv,580,Stage,StageInitStateText,,繁育,แพร่พันธุ์
Stage_49167_Name,aSAw,g关卡_Stage_A.csv,581,Stage,Name,,沙海遗存Ⅲ,มรดกในทะเลทราย III
Stage_49167_Desc,aSAv,g关卡_Stage_A.csv,581,Stage,Desc,,母树的幻影于银色火焰中轰然倒塌，但祂的血脉终将在根系中复苏。,ภาพมายาของพฤกษามารดาได้พังทลายลงท่ามกลางเปลวเพลิงสีเงิน แต่สายเลือดของมันจะฟื้นคืนสู่รากในที่สุด
Stage_49167_StageInitStateText,aSAx,g关卡_Stage_A.csv,581,Stage,StageInitStateText,,繁育,แพร่พันธุ์
,,,—,,,,,
FeatureUnlock_58914_FeatureName,aCzO,g功能解锁_FeatureUnlock_A.csv,104,FeatureUnlock,FeatureName,,黑池之潮,กระแสน้ำในสระดำ
FeatureUnlock_58914_LockTip,aCzP,g功能解锁_FeatureUnlock_A.csv,104,FeatureUnlock,LockTip,,完成 「调查行动」第8章·普通 后解锁,"ปลดล็อกเมื่อเสร็จสิ้นเควส ""ภารกิจสืบสวน"" บทที่ 8: ปกติ"
StageGroup_58901_Name,aRBC,g关卡组_StageGroup_A.csv,61,StageGroup,Name,,黑池之潮,กระแสน้ำในสระดำ
StageGroup_58901_Desc,aRBB,g关卡组_StageGroup_A.csv,61,StageGroup,Desc,,黑色的池水狂躁地舞动，迎接它们最初的、唯一的主人。,ผิวน้ำสีดำเต้นระบำอย่างบ้าคลั่ง เพื่อต้อนรับนายเหนือหัวคนแรกและคนเดียวของพวกมัน
StageGroup_58901_TypeText,aRBE,g关卡组_StageGroup_A.csv,61,StageGroup,TypeText,,黑池之潮,กระแสน้ำในสระดำ
StageGroup_58901_StageGroupRewardDescription,aRBD,g关卡组_StageGroup_A.csv,61,StageGroup,StageGroupRewardDescription,,<Black:高阶技能素材>,<Black:วัสดุอัปเกรดสกิลขั้นสูง>
Stage_59076_Name,aTLF,g关卡_Stage_A.csv,582,Stage,Name,,黑池之潮Ⅰ,กระแสน้ำในสระดำ I
Stage_59076_Desc,aTLE,g关卡_Stage_A.csv,582,Stage,Desc,,黑色的池水狂躁地舞动，迎接它们最初的、唯一的主人。,ผิวน้ำสีดำเต้นระบำอย่างบ้าคลั่ง เพื่อต้อนรับนายเหนือหัวคนแรกและคนเดียวของพวกมัน
Stage_59070_Name,aTLn,g关卡_Stage_A.csv,583,Stage,Name,,黑池之潮Ⅰ,กระแสน้ำในสระดำ I
Stage_59070_Desc,aTLm,g关卡_Stage_A.csv,583,Stage,Desc,,黑色的池水狂躁地舞动，迎接它们最初的、唯一的主人。,ผิวน้ำสีดำเต้นระบำอย่างบ้าคลั่ง เพื่อต้อนรับนายเหนือหัวคนแรกและคนเดียวของพวกมัน
Stage_59074_Name,aTLz,g关卡_Stage_A.csv,584,Stage,Name,,黑池之潮Ⅰ,กระแสน้ำในสระดำ I
Stage_59074_Desc,aTLy,g关卡_Stage_A.csv,584,Stage,Desc,,黑色的池水狂躁地舞动，迎接它们最初的、唯一的主人。,ผิวน้ำสีดำเต้นระบำอย่างบ้าคลั่ง เพื่อต้อนรับนายเหนือหัวคนแรกและคนเดียวของพวกมัน
Stage_59058_Name,aTKD,g关卡_Stage_A.csv,585,Stage,Name,,黑池之潮Ⅰ,กระแสน้ำในสระดำ I
Stage_59058_Desc,aTKC,g关卡_Stage_A.csv,585,Stage,Desc,,黑色的池水狂躁地舞动，迎接它们最初的、唯一的主人。,ผิวน้ำสีดำเต้นระบำอย่างบ้าคลั่ง เพื่อต้อนรับนายเหนือหัวคนแรกและคนเดียวของพวกมัน
Stage_59058_StageInitStateText,aTKE,g关卡_Stage_A.csv,585,Stage,StageInitStateText,,终末,ปลายทางสุดท้าย
Stage_59073_Name,aTLw,g关卡_Stage_A.csv,586,Stage,Name,,黑池之潮Ⅱ,กระแสน้ำในสระดำ II
Stage_59073_Desc,aTLv,g关卡_Stage_A.csv,586,Stage,Desc,,黑色的池水狂躁地舞动，迎接它们最初的、唯一的主人。,ผิวน้ำสีดำเต้นระบำอย่างบ้าคลั่ง เพื่อต้อนรับนายเหนือหัวคนแรกและคนเดียวของพวกมัน
Stage_59073_StageInitStateText,aTLx,g关卡_Stage_A.csv,586,Stage,StageInitStateText,,终末,ปลายทางสุดท้าย
,,,—,,,,,
Task_118860_Desc,bJGY,r任务_Task_A.csv,6271,Task,Desc,,玩偶之泪,น้ำตาของตุ๊กตา
Task_121319_Desc,bKGH,r任务_Task_A.csv,6272,Task,Desc,,在「玩偶之泪Ⅰ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""น้ำตาของตุ๊กตา I"""
Task_121259_Desc,bKFz,r任务_Task_A.csv,6273,Task,Desc,,在「玩偶之泪Ⅱ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""น้ำตาของตุ๊กตา II"""
Task_121279_Desc,bKFT,r任务_Task_A.csv,6274,Task,Desc,,在「玩偶之泪Ⅲ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""น้ำตาของตุ๊กตา III"""
Task_121323_Desc,bKGL,r任务_Task_A.csv,6275,Task,Desc,,在「玩偶之泪Ⅳ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""น้ำตาของตุ๊กตา IV"""
Task_121236_Desc,bKFc,r任务_Task_A.csv,6276,Task,Desc,,在「玩偶之泪Ⅴ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""น้ำตาของตุ๊กตา V"""
Task_118821_Desc,bJGq,r任务_Task_A.csv,6277,Task,Desc,,蜡像之秘,ความลับของหุ่นขี้ผึ้ง
Task_121286_Desc,bKGa,r任务_Task_A.csv,6278,Task,Desc,,在「蜡像之秘Ⅰ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""ความลับของหุ่นขี้ผึ้ง I"""
Task_121234_Desc,bKFa,r任务_Task_A.csv,6279,Task,Desc,,在「蜡像之秘Ⅱ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""ความลับของหุ่นขี้ผึ้ง II"""
Task_121237_Desc,bKFd,r任务_Task_A.csv,6280,Task,Desc,,在「蜡像之秘Ⅲ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""ความลับของหุ่นขี้ผึ้ง III"""
Task_121256_Desc,bKFw,r任务_Task_A.csv,6281,Task,Desc,,在「蜡像之秘Ⅳ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""ความลับของหุ่นขี้ผึ้ง IV"""
Task_121274_Desc,bKFO,r任务_Task_A.csv,6282,Task,Desc,,在「蜡像之秘Ⅴ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""ความลับของหุ่นขี้ผึ้ง V"""
Task_118791_Desc,bJFW,r任务_Task_A.csv,6283,Task,Desc,,漆黑之链,พันธนาอนธการ
Task_121317_Desc,bKGF,r任务_Task_A.csv,6284,Task,Desc,,在「漆黑之链Ⅰ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""พันธนาอนธการ I"""
Task_121313_Desc,bKGB,r任务_Task_A.csv,6285,Task,Desc,,在「漆黑之链Ⅱ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""พันธนาอนธการ II"""
Task_121243_Desc,bKFj,r任务_Task_A.csv,6286,Task,Desc,,在「漆黑之链Ⅲ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""พันธนาอนธการ III"""
Task_121316_Desc,bKGE,r任务_Task_A.csv,6287,Task,Desc,,在「漆黑之链Ⅳ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""พันธนาอนธการ IV"""
Task_121322_Desc,bKGK,r任务_Task_A.csv,6288,Task,Desc,,在「漆黑之链Ⅴ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""พันธนาอนธการ V"""
Task_118913_Desc,bJHJ,r任务_Task_A.csv,6289,Task,Desc,,界外之影,เงาทมิฬจากแดนไกล
Task_121294_Desc,bKGi,r任务_Task_A.csv,6290,Task,Desc,,在「界外之影Ⅰ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เงาทมิฬจากแดนไกล I"""
Task_121291_Desc,bKGf,r任务_Task_A.csv,6291,Task,Desc,,在「界外之影Ⅱ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เงาทมิฬจากแดนไกล II"""
Task_121261_Desc,bKFB,r任务_Task_A.csv,6292,Task,Desc,,在「界外之影Ⅲ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เงาทมิฬจากแดนไกล III"""
Task_121239_Desc,bKFf,r任务_Task_A.csv,6293,Task,Desc,,在「界外之影Ⅳ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เงาทมิฬจากแดนไกล IV"""
Task_118892_Desc,bJHt,r任务_Task_A.csv,6294,Task,Desc,,虔诚之握,อ้อมกอดแห่งศรัทธา
Task_121254_Desc,bKFu,r任务_Task_A.csv,6295,Task,Desc,,在「虔诚之握Ⅰ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""อ้อมกอดแห่งศรัทธา I"""
Task_121284_Desc,bKFY,r任务_Task_A.csv,6296,Task,Desc,,在「虔诚之握Ⅱ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""อ้อมกอดแห่งศรัทธา II"""
Task_121260_Desc,bKFA,r任务_Task_A.csv,6297,Task,Desc,,在「虔诚之握Ⅲ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""อ้อมกอดแห่งศรัทธา III"""
Task_121233_Desc,bKEZ,r任务_Task_A.csv,6298,Task,Desc,,在「虔诚之握Ⅳ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""อ้อมกอดแห่งศรัทธา IV"""
Task_118787_Desc,bJFT,r任务_Task_A.csv,6299,Task,Desc,,圣胎之咏,บทสรรเสริญแห่งครรภ์ศักดิ์สิทธิ์
Task_121292_Desc,bKGg,r任务_Task_A.csv,6300,Task,Desc,,在「圣胎之咏Ⅰ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""บทสรรเสริญแห่งครรภ์ศักดิ์สิทธิ์ I"""
Task_121241_Desc,bKFh,r任务_Task_A.csv,6301,Task,Desc,,在「圣胎之咏Ⅱ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""บทสรรเสริญแห่งครรภ์ศักดิ์สิทธิ์ II"""
Task_121288_Desc,bKGc,r任务_Task_A.csv,6302,Task,Desc,,在「圣胎之咏Ⅲ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""บทสรรเสริญแห่งครรภ์ศักดิ์สิทธิ์ III"""
Task_118796_Desc,bJFY,r任务_Task_A.csv,6303,Task,Desc,,沙海遗存,มรดกในทะเลทราย
Task_121266_Desc,bKFG,r任务_Task_A.csv,6304,Task,Desc,,在「沙海遗存Ⅰ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""มรดกในทะเลทราย I"""
Task_121275_Desc,bKFP,r任务_Task_A.csv,6305,Task,Desc,,在「沙海遗存Ⅱ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""มรดกในทะเลทราย II"""
Task_121262_Desc,bKFC,r任务_Task_A.csv,6306,Task,Desc,,在「沙海遗存Ⅲ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""มรดกในทะเลทราย III"""
Task_118915_Desc,bJHL,r任务_Task_A.csv,6307,Task,Desc,,黑池之潮,กระแสน้ำในสระดำ
Task_121324_Desc,bKGM,r任务_Task_A.csv,6308,Task,Desc,,在「黑池之潮Ⅰ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""กระแสน้ำในสระดำ I"""
Task_121282_Desc,bKFW,r任务_Task_A.csv,6309,Task,Desc,,在「黑池之潮Ⅱ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""กระแสน้ำในสระดำ II"""
