Key,ShortKey,Source,Row,Module,Field,Character,CN,EN
Event_7420_ChoiceDesc3,aBkh,s事件_Event_A.csv,625,Event,ChoiceDesc3,,【离开】获得 Arg1 黑印,[Leave] Receive Arg1 Black Sigils
Event_59609_ChoiceDesc3,axZp,s事件_Event_A.csv,628,Event,ChoiceDesc3,,【离开】获得 Arg1 黑印,[Leave] Receive Arg1 Black Sigils
Event_7296_ChoiceDesc3,aAyB,s事件_Event_A.csv,631,Event,ChoiceDesc3,,【离开】获得 Arg1 黑印,[Leave] Receive Arg1 Black Sigils
Event_91472_ChoiceDesc3,byPu,s事件_Event_A.csv,634,Event,ChoiceDesc3,,【离开】获得 Arg1 黑印,[Leave] Receive Arg1 Black Sigils
Event_7382_ChoiceDesc3,aASt,s事件_Event_A.csv,637,Event,ChoiceDesc3,,【离开】获得 Arg1 黑印,[Leave] Receive Arg1 Black Sigils
Event_7192_ChoiceDesc1,aAbj,s事件_Event_A.csv,643,Event,ChoiceDesc1,,【离开】获得50黑印，感染「(Skill.Arg1)」,"[Leave] Receive 50 Black Sigils, but develop the Symptom ""(Skill.Arg1)"""
Event_7330_ChoiceDesc1,aAGr,s事件_Event_A.csv,645,Event,ChoiceDesc1,,【离开】所有唤醒体回复Arg1狂气,[Leave] Increase all Awakeners' Aliemus by Arg1
Event_6991_ChoiceDesc1,azgD,s事件_Event_A.csv,651,Event,ChoiceDesc1,,【离开】获得25黑印,[Leave] Receive 25 Black Sigils
Event_7237_ChoiceDesc1,aAkT,s事件_Event_A.csv,654,Event,ChoiceDesc1,,【离开】所有唤醒体回复Arg1狂气,[Leave] Increase all Awakeners' Aliemus by Arg1
Event_7098_ChoiceDesc1,azFz,s事件_Event_A.csv,658,Event,ChoiceDesc1,,【离开】获得25黑印,[Leave] Receive 25 Black Sigils
Event_7477_ChoiceDesc1,aBBv,s事件_Event_A.csv,661,Event,ChoiceDesc1,,【离开】获得25黑印,[Leave] Receive 25 Black Sigils
Event_7247_ChoiceDesc1,aAnj,s事件_Event_A.csv,667,Event,ChoiceDesc1,,【离开】删除1张指令卡，获得25黑印,[Leave] Destroy a Command card and receive 25 Black Sigils.
Event_7074_ChoiceDesc1,azzL,s事件_Event_A.csv,679,Event,ChoiceDesc1,,【离开】提升 Arg1 点生命，并获得25黑印,[Leave] Increase Max HP by Arg1 and receive 25 Black Sigils.
Event_7620_ChoiceDesc1,aCiv,s事件_Event_A.csv,682,Event,ChoiceDesc1,,【离开】获得50黑印,[Leave] Receive 50 Black Sigils
Event_7621_ChoiceDesc1,aCiH,s事件_Event_A.csv,683,Event,ChoiceDesc1,,【离开】获得75黑印，感染「(Skill.Arg2)」,"[Leave] Receive 75 Black Sigils, but develop the Symptom ""(Skill.Arg2)"""
Event_7449_ChoiceDesc1,aBuX,s事件_Event_A.csv,697,Event,ChoiceDesc1,,【离开】获得50黑印,[Leave] Receive 50 Black Sigils
Event_7335_ChoiceDesc1,aAHz,s事件_Event_A.csv,698,Event,ChoiceDesc1,,【离开】获得75黑印，感染「(Skill.Arg2)」,"[Leave] Receive 75 Black Sigils, but develop the Symptom ""(Skill.Arg2)"""
Event_35929_ChoiceDesc1,awKf,s事件_Event_A.csv,721,Event,ChoiceDesc1,,【离开】获得 25 黑印,[Leave] Receive 25 Black Sigils
Event_35902_ChoiceDesc1,awDT,s事件_Event_A.csv,727,Event,ChoiceDesc1,,【离开】获得 50 黑印,[Leave] Receive 50 Black Sigils
Event_49939_ChoiceDesc1,axsn,s事件_Event_A.csv,754,Event,ChoiceDesc1,,【相信莱克】所有唤醒体回复Arg1狂气,[Trust Ryker] Increase all Awakeners' Aliemus by Arg1
Event_7539_ChoiceDesc1,aBPL,s事件_Event_A.csv,798,Event,ChoiceDesc1,,【学猫叫】获得50黑印,[Imitate Cat's Call] Receive 50 Black Sigils
Event_7539_ChoiceDesc2,aBPM,s事件_Event_A.csv,798,Event,ChoiceDesc2,,【投喂食物】获得75黑印，感染「(Skill.Arg2)」,"[Feed] Receive 75 Black Sigils, but develop the Symptom ""(Skill.Arg2)"""
Event_74167_ChoiceDesc1,aBfL,s事件_Event_A.csv,801,Event,ChoiceDesc1,,【揉揉眼睛】获得50黑印,[Rub Your Eyes] Receive 50 Black Sigils
Event_74167_ChoiceDesc2,aBfM,s事件_Event_A.csv,801,Event,ChoiceDesc2,,【闭上眼睛】获得75黑印，感染「(Skill.Arg2)」,"[Close Your Eyes] Receive 75 Black Sigils, but develop the Symptom ""(Skill.Arg2)"""
Event_59615_ChoiceDesc1,ayaH,s事件_Event_A.csv,804,Event,ChoiceDesc1,,【忽视怀疑】获得50黑印,[Ignore Suspicion] Receive 50 Black Sigils
Event_59615_ChoiceDesc2,ayaI,s事件_Event_A.csv,804,Event,ChoiceDesc2,,【独断专行】获得75黑印，感染「(Skill.Arg2)」,"[Arbitrary] Receive 75 Black Sigils, but develop the Symptom ""(Skill.Arg2)"""
Event_7537_ChoiceDesc3,aBPp,s事件_Event_A.csv,807,Event,ChoiceDesc3,,【离开】获得50黑印,[Leave] Receive 50 Black Sigils
Event_7502_ChoiceDesc3,aBHl,s事件_Event_A.csv,810,Event,ChoiceDesc3,,【离开】获得50黑印,[Leave] Receive 50 Black Sigils
Event_80620_ChoiceDesc3,bspA,s事件_Event_A.csv,813,Event,ChoiceDesc3,,【离开】获得50黑印,[Leave] Receive 50 Black Sigils
Event_7065_ChoiceDesc1,azxH,s事件_Event_A.csv,831,Event,ChoiceDesc1,,【他们在寻找某个人】删除1张指令卡，获得25黑印,"[They're Searching for Someone] Destroy a Command card, and receive 25 Black Sigils."
Event_74145_ChoiceDesc1,aBaj,s事件_Event_A.csv,834,Event,ChoiceDesc1,,【阅读】删除1张指令卡，获得25黑印,"[Read] Destroy a Command card, and receive 25 Black Sigils."
Event_6820_ChoiceDesc1,aysj,s事件_Event_A.csv,837,Event,ChoiceDesc1,,【清理打字机】删除1张指令卡，获得25黑印,"[Clean the Typewriter] Destroy a Command card, and receive 25 Black Sigils."
Event_80597_ChoiceDesc3,bsnk,s事件_Event_A.csv,843,Event,ChoiceDesc3,,【离开】获得25黑印,[Leave] Receive 25 Black Sigils
Event_6851_ChoiceDesc3,ayzt,s事件_Event_A.csv,846,Event,ChoiceDesc3,,【离开】获得25黑印,[Leave] Receive 25 Black Sigils
Event_7161_ChoiceDesc3,azUd,s事件_Event_A.csv,849,Event,ChoiceDesc3,,【离开】获得25黑印,[Leave] Receive 25 Black Sigils
Event_7162_ChoiceDesc3,azUp,s事件_Event_A.csv,852,Event,ChoiceDesc3,,【离开】获得25黑印,[Leave] Receive 25 Black Sigils
Event_91467_ChoiceDesc3,byPb,s事件_Event_A.csv,855,Event,ChoiceDesc3,,【离开】获得25黑印,[Leave] Receive 25 Black Sigils
Event_7547_ChoiceDesc3,aBRF,s事件_Event_A.csv,858,Event,ChoiceDesc3,,【离开】获得25黑印,[Leave] Receive 25 Black Sigils
Event_7164_ChoiceDesc3,azUN,s事件_Event_A.csv,861,Event,ChoiceDesc3,,【迎接蝴蝶】获得25黑印,[Welcome the Butterflies] Receive 25 Black Sigils
Event_7279_ChoiceDesc3,aAuF,s事件_Event_A.csv,865,Event,ChoiceDesc3,,【吞回肚子】获得25黑印,[Swallow Back] Receive 25 Black Sigils
Event_35896_ChoiceDesc3,awCB,s事件_Event_A.csv,869,Event,ChoiceDesc3,,【目视黑暗】获得25黑印,[Stare into Darkness] Receive 25 Black Sigils
Event_7007_ChoiceDesc3,azkp,s事件_Event_A.csv,873,Event,ChoiceDesc3,,【离开】获得50黑印,[Leave] Receive 50 Black Sigils
Event_91484_ChoiceDesc2,byQj,s事件_Event_A.csv,876,Event,ChoiceDesc2,,【拿起听筒】获得黄金造物「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」,"[Pick up the Receiver] Acquire the Golden Relic ""(RelicConfig.Arg1)"", but develop ""(Skill.Arg2)"""
Event_91484_ChoiceDesc3,byQk,s事件_Event_A.csv,876,Event,ChoiceDesc3,,【离开】获得50黑印,[Leave] Receive 50 Black Sigils
Event_7183_ChoiceDesc3,azZh,s事件_Event_A.csv,879,Event,ChoiceDesc3,,【离开】获得50黑印,[Leave] Receive 50 Black Sigils
Event_61060_ChoiceDesc3,aykF,s事件_Event_A.csv,882,Event,ChoiceDesc3,,【离开】获得50黑印,[Leave] Receive 50 Black Sigils
Event_7395_ChoiceDesc3,aAVt,s事件_Event_A.csv,897,Event,ChoiceDesc3,,【离开】获得25黑印,[Leave] Receive 25 Black Sigils
Event_7343_ChoiceDesc3,aAJt,s事件_Event_A.csv,900,Event,ChoiceDesc3,,【离开】获得25黑印,[Leave] Receive 25 Black Sigils
Event_35915_ChoiceDesc3,awGV,s事件_Event_A.csv,903,Event,ChoiceDesc3,,【注视她】获得25黑印,[Gaze at Her] Receive 25 Black Sigils
Event_50067_ChoiceDesc3,axxF,s事件_Event_A.csv,907,Event,ChoiceDesc3,,【偷听谈话】获得25黑印,[Eavesdrop] Receive 25 Black Sigils
Event_74166_ChoiceDesc3,aBfB,s事件_Event_A.csv,944,Event,ChoiceDesc3,,【无视】获得25黑印,[Ignore] Receive 25 Black Sigils
Event_7397_ChoiceDesc3,aAVR,s事件_Event_A.csv,947,Event,ChoiceDesc3,,【离开】获得25黑印,[Leave] Receive 25 Black Sigils
Event_59590_ChoiceDesc3,axUV,s事件_Event_A.csv,950,Event,ChoiceDesc3,,【收起】获得25黑印,[Store] Receive 25 Black Sigils
Event_7392_ChoiceDesc3,aAUJ,s事件_Event_A.csv,953,Event,ChoiceDesc3,,【转身离开】获得25黑印,[Turn and Leave] Receive 25 Black Sigils
Event_40458_ChoiceDesc3,awXN,s事件_Event_A.csv,954,Event,ChoiceDesc3,,【回信】获得25黑印,[Reply] Receive 25 Black Sigils
Event_7590_ChoiceDesc1,aCbz,s事件_Event_A.csv,961,Event,ChoiceDesc1,,【检查胶片】随机升级2张卡牌的刻印效果,[Check the Film] Enhance the Orison quality of 2 random cards.
Event_59614_ChoiceDesc1,ayav,s事件_Event_A.csv,964,Event,ChoiceDesc1,,【勇气】随机升级2张卡牌的刻印效果,[Courage] Enhance the Orison quality of 2 random cards.
Event_22399_ChoiceDesc2,awwY,s事件_Event_A.csv,1003,Event,ChoiceDesc2,,【出声问询】获得25黑印,[Ask Aloud] Receive 25 Black Sigils
Event_7531_ChoiceDesc1,aBNT,s事件_Event_A.csv,1006,Event,ChoiceDesc1,,【直视地狱犬来源】获得黄金造物「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」,"[Stare Down the Hellhound Source] Acquire the Golden Relic ""(RelicConfig.Arg1)"" but develop ""(Skill.Arg2)"""
Event_74247_ChoiceDesc2,aBlA,s事件_Event_A.csv,1023,Event,ChoiceDesc2,,【还是算了】获得25黑印,[Forget It] Receive 25 Black Sigils
Event_74256_ChoiceDesc1,aBnP,s事件_Event_A.csv,1025,Event,ChoiceDesc1,,【离开】获得50黑印,[Leave] Receive 50 Black Sigils
Event_7493_ChoiceDesc2,aBFg,s事件_Event_A.csv,1029,Event,ChoiceDesc2,,【还是算了】获得25黑印,[Forget It] Receive 25 Black Sigils
Event_6865_ChoiceDesc1,ayCD,s事件_Event_A.csv,1031,Event,ChoiceDesc1,,【离开】获得50黑印,[Leave] Receive 50 Black Sigils
Event_7494_ChoiceDesc3,aBFt,s事件_Event_A.csv,1035,Event,ChoiceDesc3,,【清醒离开】获得25黑印,[Clear-Minded Departure] Receive 25 Black Sigils
Event_7495_ChoiceDesc1,aBFD,s事件_Event_A.csv,1039,Event,ChoiceDesc1,,【全力挣扎】删除1张指令卡，获得Arg1黑印,[Struggle Fully] Destroy a Command card and receive Arg1 Black Sigils.
Event_80637_ChoiceDesc1,bsti,s事件_Event_A.csv,1043,Event,ChoiceDesc1,,【选择拒绝】删除1张指令卡，获得Arg1黑印,[Refuse] Destroy a Command card and receive Arg1 Black Sigils.
Event_36726_ChoiceDesc1,awNf,s事件_Event_A.csv,1047,Event,ChoiceDesc1,,【绕路而行】删除1张指令卡，获得Arg1黑印,[Detour] Destroy a Command card and receive Arg1 Black Sigils.
Event_50064_ChoiceDesc1,axwT,s事件_Event_A.csv,1051,Event,ChoiceDesc1,,【切断红绸】删除1张指令卡，获得Arg1黑印,[Cut the Red Ribbon] Destroy a Command card and receive Arg1 Black Sigils.
Event_59641_ChoiceDesc1,aygH,s事件_Event_A.csv,1055,Event,ChoiceDesc1,,【挣扎向前】删除1张指令卡，获得Arg1黑印,[Struggle Forward] Destroy a Command card and receive Arg1 Black Sigils.
Event_7496_ChoiceDesc3,aBFR,s事件_Event_A.csv,1059,Event,ChoiceDesc3,,【收件人：老师】获得25黑印,[Recipient: Teacher] Receive 25 Black Sigils
Event_6868_ChoiceDesc2,ayDo,s事件_Event_A.csv,1066,Event,ChoiceDesc2,,【反面】50%概率获得75黑印，50%概率感染「(Skill.Arg3)」,"[Tails] 50% chance to receive 75 Black Sigils, 50% chance to develop ""(Skill.Arg3)"""
Event_6869_ChoiceDesc1,ayDz,s事件_Event_A.csv,1070,Event,ChoiceDesc1,,【离开】获得25黑印,[Leave] Receive 25 Black Sigils
Event_7102_ChoiceDesc2,azGw,s事件_Event_A.csv,1071,Event,ChoiceDesc2,,【给祂一拳】获得25黑印,[Punch It] Receive 25 Black Sigils
Event_7244_ChoiceDesc2,aAmA,s事件_Event_A.csv,1072,Event,ChoiceDesc2,,【反面】50%概率获得75黑印，50%概率感染「(Skill.Arg3)」,"[Red Chip] 50% chance to receive 75 Black Sigils, 50% chance to develop ""(Skill.Arg3)"""
Event_7153_ChoiceDesc2,azSk,s事件_Event_A.csv,1077,Event,ChoiceDesc2,,【离开】获得25黑印,[Leave] Receive 25 Black Sigils
Event_7486_ChoiceDesc3,aBDB,s事件_Event_A.csv,1080,Event,ChoiceDesc3,,【警惕】获得25黑印,[Be Wary] Receive 25 Black Sigils
Event_91509_ChoiceDesc3,byRU,s事件_Event_A.csv,1084,Event,ChoiceDesc3,,【封存】获得25黑印,[Sealed] Receive 25 Black Sigils
Event_7018_ChoiceDesc1,azmP,s事件_Event_A.csv,1089,Event,ChoiceDesc1,,【离开】获得25黑印，感染「(Skill.Arg1)」,"[Leave] Receive 25 Black Sigils, but develop the Symptom ""(Skill.Arg1)"""
Event_7210_ChoiceDesc1,aAfr,s事件_Event_A.csv,1091,Event,ChoiceDesc1,,【离开】获得25黑印,[Leave] Receive 25 Black Sigils
Event_6902_ChoiceDesc3,ayLh,s事件_Event_A.csv,1092,Event,ChoiceDesc3,,【什么也不做】获得25黑印,[Do Nothing] Receive 25 Black Sigils
Event_24544_ChoiceDesc3,awzN,s事件_Event_A.csv,1096,Event,ChoiceDesc3,,【离开】获得25黑印,[Leave] Receive 25 Black Sigils
Event_35921_ChoiceDesc3,awIp,s事件_Event_A.csv,1099,Event,ChoiceDesc3,,【无视它】获得25黑印,[Disregard It] Receive 25 Black Sigils
Event_74250_ChoiceDesc3,aBmx,s事件_Event_A.csv,1103,Event,ChoiceDesc3,,【分辨老人的声音】获得25黑印,[Discern the Elder's Voice] Receive 25 Black Sigils
Event_6901_ChoiceDesc3,ayKV,s事件_Event_A.csv,1107,Event,ChoiceDesc3,,【握住一只手】获得25黑印,[Hold a Hand] Receive 25 Black Sigils
Event_6899_ChoiceDesc3,ayKx,s事件_Event_A.csv,1119,Event,ChoiceDesc3,,【拒绝食用】获得25黑印,[Refuse to Eat] Receive 25 Black Sigils
Event_80639_ChoiceDesc3,bstI,s事件_Event_A.csv,1123,Event,ChoiceDesc3,,【拒绝选择】获得25黑印,[Refuse to Choose] Receive 25 Black Sigils
Event_7543_ChoiceDesc3,aBQJ,s事件_Event_A.csv,1143,Event,ChoiceDesc3,,【拒绝提问】获得50黑印,[Refuse to Ask] Receive 50 Black Sigils
Event_7312_ChoiceDesc1,aACj,s事件_Event_A.csv,1148,Event,ChoiceDesc1,,【离开】感染「(Skill.Arg1)」，获得50黑印,"[Leave] Receive 50 Black Sigils, but develop the Symptom ""(Skill.Arg1)"""
Event_7310_ChoiceDesc1,aABL,s事件_Event_A.csv,1150,Event,ChoiceDesc1,,【离开】感染「(Skill.Arg1)」，获得50黑印,"[Leave] Receive 50 Black Sigils, but develop the Symptom ""(Skill.Arg1)"""
Event_6895_ChoiceDesc3,ayJB,s事件_Event_A.csv,1151,Event,ChoiceDesc3,,【浮出水面】获得25黑印,[Surface] Receive 25 Black Sigils
Event_7281_ChoiceDesc3,aAvd,s事件_Event_A.csv,1155,Event,ChoiceDesc3,,【浮出水面】获得25黑印,[Surface] Receive 25 Black Sigils
Event_35936_ChoiceDesc3,awLN,s事件_Event_A.csv,1159,Event,ChoiceDesc3,,【不再想】获得25黑印,[Stop Thinking] Receive 25 Black Sigils
Event_36724_ChoiceDesc3,awMJ,s事件_Event_A.csv,1163,Event,ChoiceDesc3,,【不去惊扰】获得25黑印,[Do Not Disturb] Receive 25 Black Sigils
Event_59629_ChoiceDesc3,aydV,s事件_Event_A.csv,1167,Event,ChoiceDesc3,,【挣扎】获得25黑印,[Struggle] Receive 25 Black Sigils
Event_6903_ChoiceDesc3,ayLt,s事件_Event_A.csv,1171,Event,ChoiceDesc3,,【提出新观点】获得25黑印,[Suggest New Idea] Receive 25 Black Sigils
Event_80612_ChoiceDesc3,bsnI,s事件_Event_A.csv,1174,Event,ChoiceDesc3,,【离开】获得25黑印,[Leave] Receive 25 Black Sigils
Event_47312_ChoiceDesc3,axft,s事件_Event_A.csv,1177,Event,ChoiceDesc3,,【丢弃】获得25黑印,[Discard] Receive 25 Black Sigils
Event_6997_ChoiceDesc1,azhX,s事件_Event_A.csv,1181,Event,ChoiceDesc1,,【学猫叫】50%概率获得125黑印，50%概率感染「(Skill.Arg2)」,"[Imitate Cat's Call] 50% chance to receive 125 Black Sigils, 50% chance to develop ""(Skill.Arg2)"""
Event_6997_ChoiceDesc2,azhY,s事件_Event_A.csv,1181,Event,ChoiceDesc2,,【投喂食物】75%概率获得100黑印，25%概率感染「(Skill.Arg2)」,"[Feed] 75% chance to receive 100 Black Sigils, 25% chance to develop ""(Skill.Arg2)"""
Event_6997_ChoiceDesc3,azhZ,s事件_Event_A.csv,1181,Event,ChoiceDesc3,,【拔腿就跑】获得50黑印,[Run Away] Receive 50 Black Sigils
Event_80624_ChoiceDesc1,bsqu,s事件_Event_A.csv,1185,Event,ChoiceDesc1,,【攻击黑猫】50%概率获得125黑印，50%概率感染「(Skill.Arg2)」,"[Attack the Cat] 50% chance to receive 125 Black Sigils, 50% chance to develop ""(Skill.Arg2)"""
Event_80624_ChoiceDesc2,bsqv,s事件_Event_A.csv,1185,Event,ChoiceDesc2,,【学猫叫】75%概率获得100黑印，25%概率感染「(Skill.Arg2)」,"[Meow Like a Cat] 75% chance to receive 100 Black Sigils, 25% chance to develop ""(Skill.Arg2)"""
Event_80624_ChoiceDesc3,bsqw,s事件_Event_A.csv,1185,Event,ChoiceDesc3,,【尝试撸猫】获得50黑印,[Attempt to Pet the Cat] Receive 50 Black Sigils
Event_6996_ChoiceDesc2,azhM,s事件_Event_A.csv,1189,Event,ChoiceDesc2,,【离开】获得50黑印,[Leave] Receive 50 Black Sigils
Event_7232_ChoiceDesc2,aAjM,s事件_Event_A.csv,1192,Event,ChoiceDesc2,,【离开】获得50黑印,[Leave] Receive 50 Black Sigils
Event_7155_ChoiceDesc1,azSH,s事件_Event_A.csv,1194,Event,ChoiceDesc1,,【领取】获得50黑印,[Claim] Receive 50 Black Sigils
Event_6995_ChoiceDesc1,azhz,s事件_Event_A.csv,1195,Event,ChoiceDesc1,,【置若罔闻】感染「(Skill.Arg1)」,"[Ignore It] Acquire a Relic, but develop the Symptom ""(Skill.Arg1)"""
Event_7140_ChoiceDesc3,azPl,s事件_Event_A.csv,1198,Event,ChoiceDesc3,,【闭上双眼】获得50黑印,[Close Your Eyes] Receive 50 Black Sigils
Event_7359_ChoiceDesc1,aANb,s事件_Event_A.csv,1199,Event,ChoiceDesc1,,【继续捂住耳朵】获得狂气值最高的唤醒体狂气值等同数量黑印(Arg1),[Keep Covering Ears] Receive Arg1 Black Sigils; an amount equal to the highest Aliemus value of an Awakener.
Event_7360_ChoiceDesc1,aANn,s事件_Event_A.csv,1202,Event,ChoiceDesc1,,【抓住一只乌鸦】每拥有1名已觉醒唤醒体获得25黑印,[Catch a Crow] Receive 25 Black Sigils for each Roused Awakener.
Event_74251_ChoiceDesc1,aBmH,s事件_Event_A.csv,1206,Event,ChoiceDesc1,,【前进】从牌库中随机获取3张指令卡，选择1张卡进行删除，获得75黑印,"[Advance] Destroy 1 of 3 Command cards, and receive 75 Black Sigils."
Event_74251_ChoiceDesc2,aBmI,s事件_Event_A.csv,1206,Event,ChoiceDesc2,,【歇息】从牌库中随机获取3张指令卡，选择1张卡的原始复制进入牌库，获得25黑印,"[Rest] Duplicate 1 of 3 Command cards, and receive 25 Black Sigils."
Event_74251_ChoiceDesc3,aBmJ,s事件_Event_A.csv,1206,Event,ChoiceDesc3,,【回望】获得50黑印,[Look Back] Receive 50 Black Sigils
Event_7205_ChoiceDesc1,aAej,s事件_Event_A.csv,1210,Event,ChoiceDesc1,,【检查碎片】从牌库中随机获取3张指令卡，选择1张卡进行删除，获得75黑印,"[Check Fragment] Destroy 1 of 3 Command cards, and receive 75 Black Sigils."
Event_7205_ChoiceDesc2,aAek,s事件_Event_A.csv,1210,Event,ChoiceDesc2,,【询问朵尔】从牌库中随机获取3张指令卡，选择1张卡的原始复制进入牌库，获得25黑印,"[Ask Doll] Duplicate 1 of 3 Command cards, and receive 25 Black Sigils."
Event_7205_ChoiceDesc3,aAel,s事件_Event_A.csv,1210,Event,ChoiceDesc3,,【无视】获得50黑印,[Disregard] Receive 50 Black Sigils
Event_7000_ChoiceDesc1,aziH,s事件_Event_A.csv,1214,Event,ChoiceDesc1,,【置若罔闻】从牌库中随机获取3张指令卡，选择1张卡进行删除，获得75黑印,"[Turn a Deaf Ear] Destroy 1 of 3 Command cards, and receive 75 Black Sigils."
Event_7000_ChoiceDesc2,aziI,s事件_Event_A.csv,1214,Event,ChoiceDesc2,,【谨慎检查】从牌库中随机获取3张指令卡，选择1张卡的原始复制进入牌库，获得25黑印,"[Carefully Inspect] Duplicate 1 of 3 Command cards, and receive 25 Black Sigils."
Event_7000_ChoiceDesc3,aziJ,s事件_Event_A.csv,1214,Event,ChoiceDesc3,,【转身离开】获得50黑印,[Turn and Leave] Receive 50 Black Sigils
Event_6999_ChoiceDesc3,azix,s事件_Event_A.csv,1218,Event,ChoiceDesc3,,【离开】获得50黑印,[Leave] Receive 50 Black Sigils
Event_7113_ChoiceDesc3,azIZ,s事件_Event_A.csv,1230,Event,ChoiceDesc3,,【离开】获得50黑印,[Leave] Receive 50 Black Sigils
Event_7482_ChoiceDesc1,aBCD,s事件_Event_A.csv,1231,Event,ChoiceDesc1,,【获得100黑印】,[Tune] Receive 100 Black Sigils
Event_7128_ChoiceDesc1,azMv,s事件_Event_A.csv,1253,Event,ChoiceDesc1,,【随悲伤离去】复制卡牌，如果复制症状卡，获得75黑印,"[Leave with Sorrow] Copy a card. If a Symptom card is copied, receive 75 Black Sigils."
Event_7129_ChoiceDesc2,azMI,s事件_Event_A.csv,1256,Event,ChoiceDesc2,,【背道而驰】获得25黑印,[Go Against the Flow] Receive 25 Black Sigils
Event_6844_ChoiceDesc2,ayxM,s事件_Event_A.csv,1257,Event,ChoiceDesc2,,【背道而驰】获得25黑印,[Go Against the Flow] Receive 25 Black Sigils
Event_6845_ChoiceDesc2,ayxY,s事件_Event_A.csv,1258,Event,ChoiceDesc2,,【背道而驰】获得25黑印,[Go Against the Flow] Receive 25 Black Sigils
Event_6846_ChoiceDesc2,ayyk,s事件_Event_A.csv,1259,Event,ChoiceDesc2,,【背道而驰】获得25黑印,[Go Against the Flow] Receive 25 Black Sigils
Event_6847_ChoiceDesc2,ayyw,s事件_Event_A.csv,1260,Event,ChoiceDesc2,,【背道而驰】获得25黑印,[Go Against the Flow] Receive 25 Black Sigils
Event_6985_ChoiceDesc2,azfk,s事件_Event_A.csv,1262,Event,ChoiceDesc2,,【抽身离开】获得25黑印,[Pull Away] Receive 25 Black Sigils
Event_6904_ChoiceDesc2,ayLE,s事件_Event_A.csv,1263,Event,ChoiceDesc2,,【抽身离开】获得25黑印,[Pull Away] Receive 25 Black Sigils
Event_6976_ChoiceDesc2,azck,s事件_Event_A.csv,1264,Event,ChoiceDesc2,,【抽身离开】获得25黑印,[Pull Away] Receive 25 Black Sigils
Event_7606_ChoiceDesc2,aCfk,s事件_Event_A.csv,1265,Event,ChoiceDesc2,,【抽身离开】获得25黑印,[Pull Away] Receive 25 Black Sigils
Event_7331_ChoiceDesc2,aAGE,s事件_Event_A.csv,1266,Event,ChoiceDesc2,,【抽身离开】获得25黑印,[Pull Away] Receive 25 Black Sigils
Event_7127_ChoiceDesc2,azMk,s事件_Event_A.csv,1268,Event,ChoiceDesc2,,【离开】获得25黑印,[Leave] Receive 25 Black Sigils
Event_6928_ChoiceDesc2,ayRg,s事件_Event_A.csv,1285,Event,ChoiceDesc2,,【抚摸】删除一张打击/防御卡，获得刻印：「(EnchantConfig.Arg1)」,"[Touch] Destroy a Strike or Defense card, and engrave the Orison ""(EnchantConfig.Arg1)"" on 1 of 3 Command cards."
Event_6928_ChoiceDesc3,ayRh,s事件_Event_A.csv,1285,Event,ChoiceDesc3,,【厌恶】获得25黑印,[Disgust] Receive 25 Black Sigils
Event_6932_ChoiceDesc3,aySd,s事件_Event_A.csv,1290,Event,ChoiceDesc3,,【离开】获得50黑印,[Leave] Receive 50 Black Sigils
Event_80630_ChoiceDesc3,bsrQ,s事件_Event_A.csv,1292,Event,ChoiceDesc3,,【放回原处】获得50黑印,[Put it back] Receive 50 Black Sigils
Event_7228_ChoiceDesc3,aAiR,s事件_Event_A.csv,1296,Event,ChoiceDesc3,,【丢弃它】获得50黑印,[Discard It] Receive 50 Black Sigils
Event_7415_ChoiceDesc3,aBdV,s事件_Event_A.csv,1300,Event,ChoiceDesc3,,【检查信件】获得50黑印,[Check Letter] Receive 50 Black Sigils
Event_7602_ChoiceDesc2,aCeo,s事件_Event_A.csv,1307,Event,ChoiceDesc2,,【离开】获得50黑印,[Leave] Receive 50 Black Sigils
Event_7114_ChoiceDesc2,azJk,s事件_Event_A.csv,1310,Event,ChoiceDesc2,,【放弃它】获得25黑印。,[Abandon It] Receive 25 Black Sigils
Event_7179_ChoiceDesc2,azYk,s事件_Event_A.csv,1313,Event,ChoiceDesc2,,【投入五片什】获得25黑印。,[Invest Five Pence] Receive 25 Black Sigils
Event_7177_ChoiceDesc2,azXM,s事件_Event_A.csv,1316,Event,ChoiceDesc2,,【离开】获得25黑印,[Leave] Receive 25 Black Sigils
Event_7178_ChoiceDesc2,azXY,s事件_Event_A.csv,1317,Event,ChoiceDesc2,,【拒绝请求】获得25黑印,[Refuse Request] Receive 25 Black Sigils
Event_7441_ChoiceDesc2,aBtg,s事件_Event_A.csv,1320,Event,ChoiceDesc2,,【犹豫】获得25黑印,[Hesitate] Receive 25 Black Sigils
Event_7181_ChoiceDesc2,azYI,s事件_Event_A.csv,1323,Event,ChoiceDesc2,,【离开】获得25黑印,[Leave] Receive 25 Black Sigils
Event_7182_ChoiceDesc2,azYU,s事件_Event_A.csv,1324,Event,ChoiceDesc2,,【离开】获得25黑印,[Leave] Receive 25 Black Sigils
Event_7589_ChoiceDesc2,aCbo,s事件_Event_A.csv,1325,Event,ChoiceDesc2,,【无视】获得50黑印,[Disregard] Receive 50 Black Sigils
Event_7309_ChoiceDesc2,aABA,s事件_Event_A.csv,1328,Event,ChoiceDesc2,,【不做理会】获得50黑印,[Ignore] Receive 50 Black Sigils
